label_bias,words,label_opinion,group_id,text
Biased,rhetorical ,Entirely factual,79,What is new is the direct indictment of white people as a race. This happened through a strange rhetorical transformation over the past few years.
Biased,strange,Expresses writer’s opinion,79,What is new is the direct indictment of white people as a race. This happened through a strange rhetorical transformation over the past few years.
Biased,right-wing defenders,Somewhat factual but also opinionated,58,Many pointed out at the time of the Park Police’s first statement denying use of “tear gas” was obviously misleading. But Trump and his right-wing defenders jumped on it. Most prominently
Biased,degenerative ,Somewhat factual but also opinionated,24,CTE is a degenerative brain disease that has been found in former players of North American football
Biased,degenerative,Somewhat factual but also opinionated,24,CTE is a degenerative brain disease that has been found in former players of North American football
Biased,exposed to repeated head injury,Entirely factual,24,CTE is a degenerative brain disease that has been found in former players of North American football
Biased, favorite weapons,Expresses writer’s opinion,51,So conservative activists are turning to their favorite weapons — bad faith and distraction — to advance an agenda of gender inequality.
Biased,bad faith and distraction,Expresses writer’s opinion,51,So conservative activists are turning to their favorite weapons — bad faith and distraction — to advance an agenda of gender inequality.
Biased,bad faith and distraction,Somewhat factual but also opinionated,51,So conservative activists are turning to their favorite weapons — bad faith and distraction — to advance an agenda of gender inequality.
Non-biased,advance ,Expresses writer’s opinion,51,So conservative activists are turning to their favorite weapons — bad faith and distraction — to advance an agenda of gender inequality.
Non-biased, baby ,Somewhat factual but also opinionated,38,The legislation ends criminal penalties for self-abortion and – in the case of an unborn baby who is the victim of a homicide – defines “person” as “a human being who has been born and is alive.”
Biased,loves to deride,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased,left loves to deride,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased, the left,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased,guns,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased,loves to deride,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased,left loves to deride,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased,deride,Expresses writer’s opinion,77,And if we look at a subset of guns which the left  loves to deride - rifles
Biased,precious few,Somewhat factual but also opinionated,64,While the workaday majority of Americans continue to be mired in our low-wage economy
Biased,precious,Somewhat factual but also opinionated,64,While the workaday majority of Americans continue to be mired in our low-wage economy
Biased,precious few,Somewhat factual but also opinionated,64,While the workaday majority of Americans continue to be mired in our low-wage economy
Biased,snookered ,Expresses writer’s opinion,9,This is also true for students snookered into matriculating at sketchy for-profit colleges
Biased,Recession,Expresses writer’s opinion,9,This is also true for students snookered into matriculating at sketchy for-profit colleges
Biased,dangerous amounts,Somewhat factual but also opinionated,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Biased,retirement,Entirely factual,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Biased,dangerous,Entirely factual,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Biased,prevent ,Expresses writer’s opinion,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Non-biased,dangerous amounts of student loans,Expresses writer’s opinion,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Non-biased,dangerous,Somewhat factual but also opinionated,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Biased,dangerous amounts,Somewhat factual but also opinionated,24,Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.
Biased,forced labor,Somewhat factual but also opinionated,61,The demonstrators were protesting against Japanese Prime Minister Abe Shinzo’s trade restrictions against South Korea and spotlighting the century-old dispute over Imperial Japan’s use of forced labor in Korea that underlies the current economic and diplomatic crisis.
Non-biased,forced labor,Entirely factual,61,The demonstrators were protesting against Japanese Prime Minister Abe Shinzo’s trade restrictions against South Korea and spotlighting the century-old dispute over Imperial Japan’s use of forced labor in Korea that underlies the current economic and diplomatic crisis.
Biased,forced,Somewhat factual but also opinionated,61,The demonstrators were protesting against Japanese Prime Minister Abe Shinzo’s trade restrictions against South Korea and spotlighting the century-old dispute over Imperial Japan’s use of forced labor in Korea that underlies the current economic and diplomatic crisis.
