label_bias,words,label_opinion,group_id,text
Biased,mocked,Somewhat factual but also opinionated,27,President Donald Trump in an interview on Tuesday mocked former Vice President Joe Biden for continuing to wear a mask. The president pointed to a speech that Biden gave on Tuesday about race relations
Non-biased,,Entirely factual,67,The transgender effort to suppress any recognition that men and women are different and complementary would not matter except for the movement’s political alliance with wealthy progressives and radical feminists who wish to destroy the political power of the male-and-female family.
Biased,destroy,,,
Biased,progressives,,,
Biased,different ,Somewhat factual but also opinionated,67,The transgender effort to suppress any recognition that men and women are different and complementary would not matter except for the movement’s political alliance with wealthy progressives and radical feminists who wish to destroy the political power of the male-and-female family.
Biased,suppress,,,
Biased,political alliance with wealthy progressives,Expresses writer’s opinion,67,The transgender effort to suppress any recognition that men and women are different and complementary would not matter except for the movement’s political alliance with wealthy progressives and radical feminists who wish to destroy the political power of the male-and-female family.
Biased,radical,,,
Biased,suppress,,,
Biased,suppress,,,
Biased,suppress ,Expresses writer’s opinion,67,The transgender effort to suppress any recognition that men and women are different and complementary would not matter except for the movement’s political alliance with wealthy progressives and radical feminists who wish to destroy the political power of the male-and-female family.
Biased,suppress,,,
Biased,beauty ,Expresses writer’s opinion,49,The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts
Non-biased,prominent,,,
Non-biased,,Entirely factual,49,The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts
Non-biased,,Entirely factual,49,The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts
Non-biased,prominent,Entirely factual,49,The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts
Non-biased,Keratin,,,
Biased,haircuts,,,
Biased,prominent,,,
Non-biased,prominent,Entirely factual,49,The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts
Non-biased,prominent,Entirely factual,49,The beauty routine for prominent women who work and live under the eye of a camera can include not just haircuts
Biased,deserves,,,
Biased,glowing praise,,,
Biased,championed,,,
Non-biased, championed,,,
Non-biased,,Somewhat factual but also opinionated,58,Cuomo has been championed by the mainstream media for his response to the coronavirus pandemic in New York City
Non-biased,,Expresses writer’s opinion,58,Cuomo has been championed by the mainstream media for his response to the coronavirus pandemic in New York City
Biased,championed,,,
Biased,championed,,,
Biased,championed,,,
Biased,championed,,,
Non-biased,,Expresses writer’s opinion,58,Cuomo has been championed by the mainstream media for his response to the coronavirus pandemic in New York City
Biased,radical,Expresses writer’s opinion,30,Sen. Elizabeth Warren's radical immigration plans involves decriminalizing illegal immigration
Biased,radical,,,
Non-biased,plans,,,
Biased,decriminalizing ,Expresses writer’s opinion,30,Sen. Elizabeth Warren's radical immigration plans involves decriminalizing illegal immigration
Non-biased,,Entirely factual,30,Sen. Elizabeth Warren's radical immigration plans involves decriminalizing illegal immigration
Biased,radical,,,
Biased,radical,Somewhat factual but also opinionated,30,Sen. Elizabeth Warren's radical immigration plans involves decriminalizing illegal immigration
Biased,radical,Somewhat factual but also opinionated,30,Sen. Elizabeth Warren's radical immigration plans involves decriminalizing illegal immigration
Non-biased,,Somewhat factual but also opinionated,30,Sen. Elizabeth Warren's radical immigration plans involves decriminalizing illegal immigration
Biased,illegal aliens,,,
Biased,encouraging ,Entirely factual,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Non-biased,,Entirely factual,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Biased,off the hook,,,
Biased,encouraging ,Expresses writer’s opinion,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Biased,automatically,,,
Biased,off the hook,,,
Non-biased,different path,Entirely factual,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Biased,borrower dies,Expresses writer’s opinion,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Non-biased,,Entirely factual,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Biased,off the hook,Somewhat factual but also opinionated,25,And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled
Biased,anti-abortion,Entirely factual,23,President Donald Trump said Wednesday that he would become the first U.S. leader to attend the March for Life
Biased,anti-abortion,,,
Biased,fierce,,,
Biased,fierce,Expresses writer’s opinion,23,President Donald Trump said Wednesday that he would become the first U.S. leader to attend the March for Life
Biased,fierce,,,
Biased,fierce,Somewhat factual but also opinionated,23,President Donald Trump said Wednesday that he would become the first U.S. leader to attend the March for Life
Biased,attempt ,Expresses writer’s opinion,23,President Donald Trump said Wednesday that he would become the first U.S. leader to attend the March for Life
Biased, fierce,,,
Biased,largest anti-abortion protests,Entirely factual,23,President Donald Trump said Wednesday that he would become the first U.S. leader to attend the March for Life
Biased,anti-abortion,,,
Biased,erupting,,,
Biased,erupting,,,
Non-biased,,Entirely factual,5,A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.
Biased,ate-term abortions,,,
Biased,fierce,,,
Biased,erupting,,,
Biased,erupting,,,
Non-biased,erupting,,,
Biased,fierce ,Expresses writer’s opinion,5,A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.
Biased,erupting,,,
Non-biased,,Entirely factual,5,A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.
Non-biased,,Expresses writer’s opinion,67,Radical Virginia Citizens Defense League has organized a rally in Richmond for January 20
Biased,horde,Somewhat factual but also opinionated,67,Radical Virginia Citizens Defense League has organized a rally in Richmond for January 20
Biased,Radical,,,
Biased,horde of white nationalists.,Expresses writer’s opinion,67,Radical Virginia Citizens Defense League has organized a rally in Richmond for January 20
Biased,Radical,,,
Biased,otential horde of white nationalists,Expresses writer’s opinion,67,Radical Virginia Citizens Defense League has organized a rally in Richmond for January 20
Biased,pro-gun,,,
Biased,pro-gun,,,
Biased,Radical,,,
Biased,attracting ,Expresses writer’s opinion,67,Radical Virginia Citizens Defense League has organized a rally in Richmond for January 20
Biased,folks,,,
Non-biased,,Somewhat factual but also opinionated,11,An illegal alien has been charged with enticing a 13-year-old girl through social media and raping her in Madison County
Non-biased,,Entirely factual,11,An illegal alien has been charged with enticing a 13-year-old girl through social media and raping her in Madison County
